,index,Actual,Predicted,Review
54,191,0,1,"b'""Black Dragons"" is a second feature WWII propaganda film popular at the time. It\'s not as bad as some would have you believe.<br /><br /> A secret meeting hosted by the respected Dr. William Saunders (George Pembroke)is interrupted by a mysterious stranger names Monsieur Colomb (Bela Lugosi). Shortly thereafter the participants at the meeting begin to turn up murdered, their bodies being placed on the steps of the Japanese embassy in Washington. Colomb is suspected. Federal Agent Dick Martin (Clayton Moore) is assigned to the case and meets Saunders niece Alice Saunders (Joan Barclay) who tries to assist him. The reasons behind Colomb\'s actions are not explained until the final reel. Until all is explained at the end, the story is hard to comprehend. <br /><br /> Lugosi who had by this time been reduced to appearing in a string of low budget quickies, is actually quite good in this one. He is not allowed to over act as much as he ususlly did and credit for this has to go to director William Nigh. Lugosi\'s character slinks through the shadows and is reminiscent of his Dracula even to the point of the full close ups of his piercing eyes.<br /><br /> Clayton Moore, a one dimensional actor at best, would become TV\'s Lone Ranger in a few years. Joan Barclay makes a good heroine.<br /><br /> Although a little dated now, ""Black Dragons"" is not a bad way to spend an hour.'"
55,194,0,1,"b'Jeff Powers (Lou Diamond Phillips, ""Young Guns 1&2""), a cop with a history of roughing up criminals, is recruited into an elite clandestine LAPD division. This doesn\'t sit well with Jeff\'s newspaper reporter girlfriend, Kelly (Chelsea Field) who\'s looking for a story on the squad. Soon enough Jeff\'s conscience gets the better of him which puts him at odds with Dan Vaughn (Scott Glenn, ""the Hunt for Red October"" & ""Backdraft""), the leader of the unit.<br /><br />This is a fairly routine, dare I say mundane, cop-action/drama that holds no surprises thanks to a cookie-cutter plot that\'s content to go strictly from point A to point B. The acting is all right for what the actors were given to work with however that\'s no real reason to watch the film. Kinda sad seeing as the six previous Mark L. Lester directed films right before this one (from Class of 1984 to Showdown in Little Tokyo) were all highly entertaining vehicles. <br /><br />Eye Candy: Chelsea Field gets briefly topless<br /><br />My Grade: D+'"
56,195,0,1,"b""Another French film with absurdity. Baise-Moi(F*ck Me) tells the story of two young women who come together to kill and f*ck. One of them is a porn star who escapes from her community after being raped and killing her boyfriend. Second one is a hooker who kills her flatmate and sees her boyfriend being shot dead. After those incidents they meet at a tube station(both misses the last train)then the whole thing starts. They find a bound and come very close. They abuse men sexually, take drugs, drive around the country and have lots of sex. Thats all about Baise-Moi really. We can see that they have no mercy for their victims. They even kill a woman for her money. Both actresses are real porn stars in France that affects the movie in two different ways. They look so comfortable in sex scenes, nonetheless, they can't make the whole film worth watching as ,to me, the film does not require no further ability of acting than that. It is a version of Thelma and Louise on a different level. I could recommend you loads of things to do instead of watching Baise-Moi. So, bother to watch if you wanna see a pointless, kinky film. * out of *****"""
57,218,0,1,"b""This film has the language, the style and the attitude down ... plus greats rides from Occy (a world champ) and the great Jerry Lopez. John Philbin as Turtle has the surf pidgin down, and the surfing scenes are still the best ever. A true classic that can be seen many times. Nia Peeples is a babe, and Laird Hamilton shows the early stuff that has made him the world's number one extreme surfer."""
58,182,0,1,"b""Watching this film today I got the feeling this thing was missing about 10 to 15 minutes or so from the beginning of the story. John Wayne rides up on this trading post/saloon out in the middle of nowhere to meet with the owner about some robberies. All he sees is the signs of a massacre, some dead bodies, signs of a fight and no one alive in sight. That's because the owner's daughter is hidden in a secret room, the kind you find in old English murder mysteries.<br /><br />The reason you find those hidden rooms in those kind of stories is that they were formerly priestholes. Catholic families clinging to the old faith in 16th century England built these things to hide those on the run from royal authorities because of their faith. Not something you see in westerns, but a good gimmick.<br /><br />Unfortunately because of bad editing or writing or both we never know exactly what brought Wayne to this place exactly. But this was a B western and not even a good one at that.<br /><br />Gabby Hayes is in this and he's clean shaven and playing a mute part of the time. An unusual circumstance for the garrulous Gabby.<br /><br />If you want to bother and find out what happens and see a whiskerless Gabby Hayes then see this film."""
59,216,0,1,"b'Although promoted as one of the most sincere Turkish films with an amateur cast, Ice-cream, I Scream is more like a caricature of sincerity.<br /><br />The plot opens with the dream of Ali, a traveling ice-cream salesman in a Western Anatolia town, in which he sees himself becoming successful using the same marketing methods of big ice-cream companies. He dreams of playing in his product\'s TV commercial with beautiful models in bikinis, dancing around him. As his dream turns into a nightmare, he wakes up with a big erection next to his gargantuan wife, who rejects to make sex with him for 6 years with no apparent reason. Is it because he is not successful in his job? Apparently, because he says he was selling better in the old days when there was no pressure from global ice-cream companies. But this is what he says; we actually don\'t see him suffer that much: he still sells good, traveling the neighboring villages while his apprentice stays at the shop, selling ice-cream to the people in the town. Ali blames big companies for using sweetening and coloring agents while he is using real ""sahlep"" (powdered roots of mountain orchids). Ali buys a motorbike with a bank loan to be a traveling vendor, and gives ads to a local TV channel which prefers to broadcast even the news bulletin in local dialect. His wife is not fond of his ways of doing business, they always quarrel, and Ali threatens her that he may do very bad things in a moment of frenzy.<br /><br />In a very successful day, his lousy bike is stolen by the misbehaving little boys of the town. In search of his stolen bike, Ali goes to the police, blames the big companies for the theft, but, of course, nobody takes him seriously. Annoyed by the nagging of his wife, Ali goes to a tavern and becomes drunk. One of his friends at his table, a wannabe socialist of the town, gives a didactic speech and criticizes globalism, and with no real connection, jumps to the subject of global freezing. Ali returns home and decides to kill himself with poison. His wife wakes up and prevents him. An old neighbor takes him to a night walk and advises him about life. According to him, Ali can even sell hot sahlep drink if the world faces with global freezing. When he returns home, suddenly we see that his wife understood his value, treating him like a hero and praising his manhood. Meanwhile, the thief boys got sick eating too much ice-cream. They confess to the doctor that they stole Ali\'s bike. Ali forgives them and there comes the happy end.<br /><br />Although the plot may look promising in a way, it\'s the story-telling which makes this film insincere and cheesy. First, the director doesn\'t show much of an effort to tell the story visually; everything is based on dialogs. And the dialogs never stop to show us that cinema is actually a visual art. Even Ali\'s troubles are not convincing because we don\'t see it, we just understand it from his words. The director markets his film as a righteous fight of Ali against big ice-cream companies, but there is nothing in the film about big companies. We don\'t see their pressure enough. The film actually ridicules Ali for believing that big companies are behind the theft. And when his motorbike is found, it solves every problem: Ali becomes a happy and powerful husband. Not a real criticism of globalism.<br /><br />Second, the film is cheesy because of the crude humor. Maybe the people of that part of Turkey is cursing so much and making so many vulgar jokes in their daily life, but vulgar language and crude humor are not enough to make a film funny. I may have accepted it if they were both vulgar and ""clever"" but they are not clever jokes at all, they are just cheesy. Maybe I\'m wrong, maybe American people may like oriental version of American Pie style humor. But American Pie never had any claim to be a nominee for the Oscars, or to have a political message! If you think that you can laugh by just seeing a man\'s big erection in his shorts (and we had to endure this joke twice!) or an old villager woman saying ""f**k you,"" then you may find this film funny.'"
60,215,0,1,"b""I grew up watching sitcoms such as Seinfeld, Roseanne, Simpsons, etc. etc. in other words mainstream television. Over the years many sitcoms have come on the air and of those a very small percentage are genuinally smart and funny. The War at Home is a prime example of the majority of modern American comedy.<br /><br />I give the show a 3 out of 10 because it is what it aims to be, a comedy, but it doesn't seem to go out of its way to be a good comedy. A good comedy should have you swept off your feet with its big jokes, you shouldn't be able to see them coming and in TWAH I see just about every joke coming. The characters are probably the most simplistic and horrible stereotypes I have seen yet on screen, and the acting isn't very good save for the father who portrays a stereotypical beer drinking sport loving American idiot perfectly.<br /><br />Poor acting, unbelievable characters, and jokes that don't catch you off guard detract from this show to a point of where it is unwatchable. If you don't have cable and would like to see a comedy worth watching, try Boston Legal. It is more worth your time."""
61,214,0,1,"b'So I caught this one afternoon as ""What Lies Above"" and actually watched it because the beginning was somewhat promising. The heroine, Diana Pennington, is a mountain climbing expert...but that doesn\'t help her when her fianc\xc3\xa9 Brian gets hurt on a climb. When she goes off to get help and returns, he disappears from the mountain, never to be seen again.<br /><br />Two years later, Diana is still a climber...but she won\'t go near Snowman\'s Pass. That is, until Curt Seaver appears and tells her that he can find the body of her lost fianc\xc3\xa9 with a new satellite program. She agrees and they take off up the mountain with Curt\'s two assistants: His ""bodyguard"" Hugo and the computer whiz Tyler. From the start, you know that there\'s some ulterior motive going on, but unfortunately the twists aren\'t good and lead to a laughably bad chase sequence that makes up the last 20 or 30 minutes of the movie.<br /><br />The major disappointments are the red herrings, most of which have supernatural undertones that never come to fruition. The object from the sky that fell into the mountains (which turns out to be not so supernatural), the story of how Snowman\'s Pass came to be, and the most memorable one of them all: Diana\'s dream sequence halfway through the movie. But what disappointed me most is where they dropped the ball. The majority of the movie revolves around the search for Brian, that\'s why I can\'t for the life of me begin to understand why the mystery of what exactly happened to him and where he was is never solved through the course of the movie. This was the major plot. This was how the movie STARTED! How do you NOT wrap that up?<br /><br />I wouldn\'t tell too many people to bother with this one...'"
62,213,0,1,"b""<br /><br />I was fascinated to read the range of opinions on `Circus' from `awesome, breathtaking, brilliant' and most things between right down to `Golden Turkey candidate'. I find myself in the latter camp.<br /><br />The producers obviously thought that if they mixed plenty of over-the-top violence with barrages of four-letter expletives they'd have another `Lock, Stock and two Smoking Barrels' on their hands. A pity that they forgot to include wit, style, charm and flair. And it was certainly a mistake to feature a visit to Welles' classic `The Lady from Shanghai' thus serving to remind us how much better cinema can be.<br /><br />John Hannah gets his shirt off at every opportunity, a huge American drives around in a Mini Minor as `Circus' pathetically strains for cult status and even the beautiful Amanda Donohoe can't add any class to these proceedings.<br /><br />If you want to see a good Brit film try the sublime `Wonderland'"""
63,203,0,1,"b""The film is very fast-moving, bizarre and colorful, it's like Mad Max on speed whit tons of colorers and make-up. Also very Cartoonish, as that said; cartoon sequence pops up here and there. The plot is also very saucy, but I'll believe it's meant too be. The thing that really drives me crazy in this movie, is the characters, they are painfully irritating, especially Rebecca played by Lori Petty, she's really annoying (I'll believe she is the most annoying creature I've ever seen). The editing is also annoying, very MTV stylized. Another thing that's missing from Tank Girl is an exciting adventure. The humor isn't much funny either. It has some nice visuals though.<br /><br />However a lot of people love this film, most of them are women, and that's not weird at all, because this movie is all about girl power.. Tank Girl this is a real chick flick, and the best example of an hate/love film."""
64,204,0,1,"b'This relatively obscure Hong Kong ""minorpiece"" is the perfect desert island movie for video age peeping toms (at least its first half is). Every set-up, every scene, every sequence is an excuse to look up a girl\'s skirt, stare down at her breasts, gaze at her bottom and leer at her tight crotch. What it\'s establishing is the lead character\'s perverted proclivities, of course(!)<br /><br />Genre stalwart Anthony Wong is a marginally perverted married man who is plagued by erotic daydreams and outrageous fantasies. All involve scantily clad, sexy Chinese ladies with nothing but sexual servitude on their minds.<br /><br />The plot is thickened by a homicidal subplot, voodoo doll skewering and a little rape and pillage.<br /><br />Some of the sex scenes are fairly hot and the gore is liberal, but the supernatural elements introduced into the second half feel half-baked and the plot developments are ludicrous.<br /><br />Clearly, producer of garish garbage Wong Jing was in a terrible hurry to get this into and out of theaters.<br /><br />The arty title sequence did not fool this jaded punter.'"
65,205,0,1,"b'I am astonished at the major comments here for this OK surf film. It really stems from the ""California Dreamin"" school of barnyard to beach antics and isn\'t really plausible. The idea that the lead kid learn to ride a board SO well in a concrete wave pool that he beats the real surfers at their game in the real ocean, is just plain silly. In Australia where most urban teens do surf, this film was laughed at audiences took it all with a grain of sea salt. Made in the 80s but with its heart in the 60s, it is fun to watch and looks and sounds good, but it is not a in a classic class at all. Even the actors didn\'t outlast this. We\'re seriously in LIQUID BRIDGE or RIDE THE WILD SURF or BEACH BLANKET BINGO land here. Oz stars like Occy and BIG Wednesday hero Gerry Lopez are drafted in to add head nodding recognition to our farm boy\'s wave prowess, but it only made the crowd in the cinema guffaw. It is for 10 years olds who do not question much. It\'s not even IN GODS HANDS and that was silly too.'"
66,206,0,1,"b'Some of the early talkies survived to become classics. 1929\'s ""The Squall"" is a classic all right, but not in the way it was intended. Melodramatic in story and acting, today it seems ludicrous, particularly the casting of Myrna Loy as Nubi, a seductive gypsy. Imagine Nora Charles breaking up a young couple and driving a young man to steal. Outrageous! However, as many people know, when Loy first came to Hollywood, she did quite a few of these exotic seductress roles.<br /><br />Based on a play, ""The Squall"" concerns the aforementioned Gypsy who in the film is now in Hungary (Spain in the play) running away from her cruel master and inviting herself into the home of the Lajos family (Richard Tucker and Alice Joyce), basically by appearing at the door. One by one, Nubi seduces the men of the family and the farm talking her pidgin English (""Nubi not bad! Nubi do nothing wrong!"") and dropping hints about nice presents. The son in the family, Paul (Carroll Nye) is engaged to the beautiful Irma (Loretta Young) and can\'t wait to marry her. He loses interest when he meets Nubi.<br /><br />With the exception of the lovely Alice Joyce, Zasu Pitts as a woman who lives in the household and the stunningly beautiful Loretta Young, the acting is uniformly awful. Loy is stuck with the hallmarks of her character - bad English, whining and hysteria. With her darkened makeup, peasant getup and curly hair, she is not only beautiful but right out of the 1980s - quite modern, though Richard Tucker\'s putting the back of his hand on his forehead reminds us we\'re just emerging from the silents.<br /><br />Robert Osborne on TCM commented that this film is one of his secret pleasures. While it is deliciously bad, it\'s not deliciously bad enough to sit through again. It\'s just bad - but a great example of how far we\'ve come and, had someone not picked up on Myrna Loy\'s sense of humor, how limited her wonderful career might have been.'"
67,207,0,1,"b'Yes, why? Among the filmmakers that came out in the 80\'s and 90\'s Gus Van Sant is one of my idols. There are others, a few. Steven Sodebergh, PT Anderson, Tim Hunter, Danny Boyle, Martin Donovan, Harmony Korine, Wes Anderson. Idiosyncratic, infuriating some times, but consistent, surprising, unpredictable. Their names make me switch on the TV, go to a video store or even buy a ticket and go to a movie theater. Van Sant\'s ""Psycho"" however, gives me pause. Why? I wonder. A shot by shot massacre of one of the perennial classics. The color was jarring, the performances, atrocious. What was Vince Vaughn doing? Was it a parody? A bad joke? What the hell was it? Anne Heche as Janet Leigh? Who dressed her? Viggo Mortensen with a cowboy hat. Viggo is a superb actor but in this case he couldn\'t make us forget John Gavin and if Julianne Moore had been introduced to the world through this performance there wouldn\'t have been any ""The Hours"" for her, ""The Minutes"" maybe. So, here I am, bad mouthing the work of one of my idols. The crashing question remains: Why, Mr. Van Sant? Maybe, in the words of President Clinton, because he could. I\'m afraid that\'s no excuse.'"
68,208,0,1,"b'My father insisted I should watch this film with him and I regret that I wasted my time watching--I want that approximate hour and a half back! The ""funny"" little film concerns the elderly Don Ameche staying with his son, Tom Selleck. It turns out that Ameche isn\'t just ""forgetful"" like he\'s been told, but has dementia (it seems a lot like Alzheimers). And, because Dad is so frequently ""out to lunch"" he gets into so much trouble again and again--almost like the adorable tyke from BABY\'S DAY OUT. The problem, though, is that you know BABY\'S DAY OUT is all fantasy and the baby is going to be fine. Plus, you aren\'t laughing at the baby for having a deformity or illness. But, in this case, you are being encouraged to laugh at a man who is slowly losing his mind--and where\'s the humor in that?! If this film had been more successful, would the producers have then made films making fun or people with Cerebral Palsy or a Flesh-eating Virus?!?! There are a lot of people who should have felt ashamed at having made this film.'"
69,199,0,1,"b'The poet Carne disappears (didn\xc2\xb4t he disappeared with Pr\xc3\xa9vert?) and is followed by the judge Carne. The director wants to give his own vision of a youth that he doesn\xc2\xb4t understand and he doesn\xc2\xb4t want to. It\xc2\xb4s a long way from the wonderful ""Les enfants du paradis""!!!!!!!!!!!!!!!!!!'"
70,155,0,1,"b""Yeah it may not be for adults, and some adults may find it stupid, but if you don't think about it it's really not that bad.<br /><br />The story has Alvin and his gang, going across the world, in search of jewels for a bad person, and the misadventures that they come in contact with.<br /><br />So the animation is good, and the story is cute, and the songs are forgettable but it's a good movie.<br /><br />I give it a 6 out of 10 or *** out of 4 stars."""
71,180,0,1,"b""Now out of all the shark movies I've seen, this one takes the cake! The plot of the movie was good, but the excitement factor sort of took a nosedive afterwards. Antonio Sobato, Jr. does an excellent role as a son who seeks the shark who killed his father. A megaldon is one of the biggest sharks of all and the most dangerous one as well. The view of the shark was indeed scary in some angles, but the effects were a blur, and the scenes were a little weak in some places. With the mini-sub's weapons there, that would take out a whole school of sharks there. It was great that the son would get the exact revenge on that monstrosity, although it would indeed cost him his life as well. Like they say revenge has it's price, but was it worth it? That answer could go on and on, and this movie was a major letdown. The beginning was fine, and at the end, it went like the Titanic. 1 OUT OF 5 STARS!"""
72,177,0,1,"b'As an ancient movie fan, I had heard much about the controversial movie CALIGULA assessed ambiguously as one of the most realistic epics by some and as one of the most disgusting porn movies by others. I decided to see it in the entire uncut version to evaluate it myself hoping to find something positive that would make justice to the many accusations towards the film. I sat down in my chair one autumn evening and started to watch. The beginning quotation from the New Testament shocked me a bit and raised the first controversy in me...why to entail a sentence from the Gospel by Mark in the movie about pagan Rome? But the prelude pastoral scene with a young half naked couple (Caligula and Drusilla) running hopelessly through meadows seemed quite sentimental. The music which sounded memorably whilst the credits also provoked me in the positive sense. Yet, the negative feelings raised in me quite soon, particularly at the death of Tiberius. The cruelty seemed very intense and sexuality exaggerated. However, it was not that horrific to the middle. During the second half of the film, I felt as if I watched no historical epic but an extremely disgusting porn. In the end, I said to myself ""This is one of the movies that one may really hate"" ... I am aware that a movie may be controversial but I had never expected that CALIGULA would go that far in removing all limits of taste. I hate this film due to many reasons, but particularly one.<br /><br />CALIGULA does not serve a purpose of an ancient epic (which it claims to be), but Bob Guccione, the director and the founder of Penthouse pornographic magazine, aims at combining film art with porn. That is, I think, the most serious matter the film may be accused of. Movie is an art that should be reigned by taste, by message, by some feeling of epic grandeur whereas this movie kills all limits of good taste. CALIGULA shows the most bestial side of human being in the most wicked, decadent manner. Some scenes are so disgusting that I don\'t think there are any people whose psyches will not be affected by them. Some say that the Rome under Caligula\'s reign was so brutal. Yes, it is true. Corruption bloomed at that time, various sexual deviances were preferable to Roman citizens. Yet, I do not think that it is right to focus on these deviations so strictly and make it constitute an emphasis of an ancient epic. I believe that it rather proves the bizarre psyches of the producers and their strange tendencies... <br /><br />HUGE HISTORICAL MISTAKES: The screenplay by Gore Vidal is notorious for inaccuracies. It is noticeable, for instance, with the figure of Proculus (Donato Placido), a historic Roman senator. Yet, the film shows him as a simple soldier on whom Caligula forces his most decadent ways of tortures and rapes. Moreover, Livia was not Proculus wife raped by Caesar on her wedding. What lies behind changing the stories of historical characters into the stories filled with unbelievable vulgarity and violence? Another example of historical travesty is the figure of Caesonia portrayed by Helen Mirren. She is presented as Caligula\'s wife together with Drusilla, his sister. In fact, Caligula married Caesonia long after the death of his sister. The sexual abuse on his new wife in the temple is a hilarious scene with no historical bases. I also hated the moment with the killing machine - a pure imagination of the director that has nothing to do with historical facts. <br /><br />TECHNICAL ASPECT AND CAST: From the technical point of view, the film is nothing special. The cinematography cannot boast to be exceptionally fine and the sets together with costumes are as well nothing outstanding. Yet, the only strong point of the movie are the performances, particularly the one by Malcolm McDowall as Caligula. He does a perfect job in the main role portraying madness and cruelty of the emperor. McDowall raises the value of the film. If everything bothers you in CALIGULA, you may at least admire his performance. I also fancied Helen Mirren as Caesonia and Teresa Ann Savoy as Drusilla (yet the film is based on a gossip by Suetonius that Caligula made love to his sister). Sir John Gielgud as Nerva and Peter O\'Toole as old Tiberius are also memorable. O\'Toole does his finest piece of acting in the Capri Grotto sequence portraying the decadence and the exhaust of the old emperor. Yes, I admit that THE ONLY THING I like about CALIGULA are the performances. Therefore, I don\'t rate the movie 1/10.<br /><br />LAME CONTINUITY: The historical inaccuracy of the film also goes in pairs with poor continuity. Let us analyze just the beginning: Caligula comes to Capri Grotto where he sees the awful pleasures of old Tiberius. Then, after about 15 minutes, the action moves to Rome where a black bird near Drusilla and Caligula\'s bed constitutes a bad omen. And immediately the characters are again in Capri where Nerva (John Gielgud) is dying...? <br /><br />All in all, I don\'t recommend to see CALIGULA to anyone. If you want to know the story, read Robert Graves\' gorgeous novel I, CLAUDIUS and CLAUDIUS THE GOD or watch Herbert Wise\'s mini series with the magnificent performance by Derek Jacobi. CALIGULA is a sick film the most serious crime of which is the destruction of art. It is, in its most part, a porn movie that should never be called an epic.<br /><br />There are movies that are truly artistic and sharpen people\'s taste of beauty,<br /><br />there are movies that are average entertainment; yet they have something to offer,<br /><br />there are movies that show extreme violence; yet they still convey some moral,<br /><br />there are, however, movies that show sickness and decadence for their own sake and consequently harm people\'s minds,<br /><br />CALIGULA unfortunately belongs to the latest group'"
73,157,0,1,"b'With the plethora of repetitive and derivative sitcoms jamming fall, summer, winter and spring line-ups, it\'s nice to see a show that sets itself from the lot in more than one area. <br /><br />\'Earl\' takes an unusual approach. It\'s not about the ""daily musings of an eccentric family"" (zzzz..) nor about the other boring stuff you see everywhere in sitcoms. The show is about this small-time white trash thief (Earl) who scratches off a lottery card and scores big time. Right at that moment, \'Karma\' took it away from him. Overtime, he learns that that unusual incident was probably because of all the bad things he\'s been doing, so he sets off on a mission to right every wrong he ever did and he\'s got all his deeds on a paper.<br /><br />This is a brilliant premise for a sitcom. Thankfully, it landed in the right hands. The execution of the show produces extremely satisfactory results: you get an innovative comedy that is genuinely funny and really touching at many times. You can\'t help but fall in love with Earl\'s sincerity and steadfastness, Randy\'s simple mind, good heart and observations on life, Joy\'s wild, flamboyant personality and Darnell\'s mellow, chillin\' demeanor that really endears him to you very easily.<br /><br />When you combine the show\'s innovation with its genuine humor, good heart, interesting characters and well-written dialogue, you really have a keeper. With shows like this (and the incomparable ""The Office""), NBC is obviously on to something. Did they finally free a cubicle or two for quality assurance? Let\'s hope so. And let\'s hope for more quality shows like these will occupy the line-ups; shows that\'ll make both us TV viewers and NBC executives stop crying over the long gone days of NBC\'s golden days (Frasier, Seinfeld, Friends)'"
74,158,0,1,"b'Christopher Guest is the master of the mockumentary. Werner Herzog is one of many documentary greats out there. Zak Penn isn\'t good at either but he could certainly take a lesson from the other two. Guest often plays around with reality and fiction but the line between the two is always clear in his films, sort of an essential with a mockumentary. Penn could also take a lesson from the The Blair Witch Project. Even though you knew it was a fake documentary going in you totally bought into the world the filmmakers created. It seems to the audience as if the whole thing is real even though you know, deep down, you\'re watching fiction. In other words, it was fiction successfully disguised as truth. In fact many early audiences watching it, at Sundance and other premiere audiences thought it was real. Penn, whose forte, by his own admission, is screen writing, should probably stick to that. Documentary or mockumentary film-making (and it\'s hard to tell where one begins and the other ends with this film) is obviously not. <br /><br />Penn sets the stage for what he tries to sell as a legit documentary on the filming of a documentary, sort of a meta-documentary. Penn, however, confuses the audience, and loses their trust, from the get-go as he enters Herzog\'s house before the filming of Herzog\'s film, ""Enigma of Loch Ness"" about the myth of the Loch Ness monster (a film which apparently was never finished \xc2\x96 probably because of Penn\'s interference). Even though Penn is apparently the director of the film we\'re watching, he starts it by looking at the cameras and saying, ""What is the film crew doing here?"" and starts shying away from them. He does this on a couple other occasions as well. He will stop and tell the cameras to stop filming, thus forcing the camera guy to hide in the shadows to pick up snippets of dialogue between Herzog and Penn. It seems to be a gimmick, but that is never made clear, and Penn is apparently keeping us in the dark intentionally. This leaves the audience scratching its head wondering, ""Who is in charge here?"" If Penn is working against his own film crew what kind of a world are we a part of? This is just one of many examples of how he confuses the line between reality and fiction. <br /><br />Penn seems to only fully enter the fictional world (I think) when the crew has sightings of what appears to be the Loch Ness monster. But by the time the monster makes its first appearance we have totally exited the fictional world Penn has attempted to create, so it all just seems silly and pointless. <br /><br />This is a potentially fascinating movie and a real missed opportunity in that Penn has a chance to document a master at work, but completely loses focus and it becomes a movie about Penn and his antics instead of the filming of a documentary. Penn\'s presence begins to pervade and overshadow everything else in the movie. <br /><br />The Herzog interviews are convincing and we actually believe he isn\'t acting. We even start to wonder if he and others on his crew are being duped by Penn, much the way the audience is, but you\'re never sure of even that. Penn, in his interviews to the camera, attempts to be quirky and unintentionally funny, like the characters interviewed in a Guest mockumentary, but he only succeeds in being annoying. In a Guest film this effect is hilarious, while here it falls flat because you\'re never sure what Penn is about. As a result we, the audience, start to dislike him as much as the crew apparently does. Aside from the beautiful scenery and the superfluous appearance, out of nowhere, of a beautiful model, thrown in to give the movie spice, there is little to recommend here. Perhaps its only redeeming quality (an unintentional one at that) is that it\'s a great example of why the audience is important; and by completely ignoring the conventions of storytelling your doing them a disservice. For that reason alone I think this would be a good film to show to film students \xc2\x96 sort of a ""what not to do"" kind of movie. I have nothing against a movie told in an unconventional way as long it\'s done skillfully, with a thematic base to give it substance. This film is completely lacking in that.<br /><br />I\'d like to call it a valiant effort at something, but I\'m not sure what it is, other than a complete mess and ultimately a waste of time. <br /><br />(As a side note: It seems like bad art always calls to mind good. This film made me think of the book ""Picture"" by Lillian Ross. Ross followed John Huston around during the filming of ""The Red Badge of Courage"" and brilliantly documented it for the New Yorker. It would make a great movie in fact. If you want a great example of meta-art, read it.)'"
75,159,0,1,"b'This movie is about a man who likes to blow himself up on gas containers.<br /><br />He also loves his mommy. So, to keep the money coming in, he takes his act to Broadway.<br /><br />SEE! CODY POWERS JARRETT BLOW HIMSELF UP ON HIS BIGGEST GAS CONTAINER YET! TONIGHT! 7.30PM! <br /><br />However, one day, his mommy dies and Jarrett goes berserk. He kidnaps the audience in the theatre and makes them all stand on top of a huge gas cylinder.<br /><br />Losing control further, he makes them all scream ""MADE IT MA, TOP OF THE CYLINDER!"" in unison.<br /><br />The noise is so deafening that it bursts Jarrets eardrums, causing him to topple from the cylinder into a vat of acid.<br /><br />This Warner Bros. movie is not all it\'s cracked up to be.'"
76,160,0,1,"b""Yep. Those of my generation who grew up watching those old Sunbow cartoons were spoiled. The 80's Joe tune was one of the best cartoons in the history of television. Well written stories, well developed characters. Granted it was nothing more that a glorified toy commercial but it definitely helped carry that toy line. Fast forward almost twenty years later and enter Valor vs. Venom. The animation was average at most. The movement of the characters seemed to jerky and puppet like. The movie felt more like a Small Soldiers sequel than a story about a special military force. Then we have character development or lack there of. Dusty likes to be all Dusty? Slice and Dice like to do things together? What? Did the writers take a writing course on how to develops characters with the depth equivalent of Jar Jar Binks? As for the story. I like a bit of Sci-Fi. But that whole concept of turning soldiers into a mutant army has been done to death in the Joe universe. Mega Monsters or Toxo-zombies anyone? But I give the creators credit for trying to make the fan boys happy by having martial arts action every 10 minutes. I'm not a huge fan of SE and SS but I did like the fight scenes between the two. If you can appreciate VvV for what it is you will enjoy it. I admit to not being able to appreciate VvV as I should. Again everything Joe gets compared to what ways done in the 80's, and honestly nothing will ever compare to the glory days of GI Joe. If you can appreciate VvV for what it is you will enjoy it."""
77,232,0,1,"b'There isn\'t much about ""Reckless"" that feels right, beginning with the off-putting title (thanks to screenwriter Craig Lucas, who adapted his own play, bringing the title along with him) and continuing with the casting (Mia Farrow playing wife to Tony Goldwyn, who\'s young enough to be her son). The couple live in an idyllic winter world that appears to be the inside of a snow-globe, but Farrow gets a startling dose of reality after he admits he\'s hired a man to kill her. She flees into the night, taking refuge with a very strange couple who want to help her rebuild her life. The production design and art direction of ""Reckless"" are fine, but they are services rendered for a completely inane, often alienating screenplay. It\'s supposed to be a dark holiday comedy, though the cast is at a loss with this unfunny, occasionally offensive material. *1/2 from ****'"
78,162,0,1,"b'The only reason I bought the DVD was to satisfy my curiosity about the scene when Liz (Kim Basinger) strips to the music of Joe Cocker: You Can Leave Your Hat On! That was the best part of the whole film. Not because the scene was any good; only the song. I am not saying it was a terribly bad film just not that good. Disappointingly so!<br /><br />Especially when the exploration of male and female sexuality could have been expanded upon. Instead of expanding on the dangerous side of lust, obsession and infatuation and where it can lead to it drags its heels obscurely from one idea to the other. For example when John (played by Rourke) is able to leave her on the top of the Big Wheel, Liz (Kim Basinger) is unconvincingly rattled at the bizarre experience courtesy of John\'s sense of humor but less rattled at his sexual exploits involving the ever willing Liz; and like one reader mentioned, that for a woman to enjoy sex she has to experience the dangerous side is unconvincing. This ""dangerous"" side is not exploited enough in the film and one gets a sense of anti-climax from the view point that it all could go horribly wrong. The theme of bondage makes an appearance often but only just takes one to the brink of danger and then all goes well.Is the film sending the message out that this kind of ""foreplay"" is FINE! If the film was making a point about the pitfalls of bondage and by extension the ugly ramifications of sad-masochism then maybe it would make a good moral point. Instead the film awkwardly jumps from one ""sizzling"" scene of Rourke feeding Basinger and blindfolding her to another. In a film that could have been good it falls flat on its face because it does not expand and extend the themes the film is MAYBE trying to relate; thus for me it doesn\'t have a plot nor a theme just a mixture of ideas.'"
